epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,1337.51,0.79241,0.72536,1.24337,0.75425,0.85138,0.85692,0.61964,1.00815,0.70637,1.50051,0.000387052,0.000387052,0.000387052
60,1360.21,0.78863,0.73039,1.24575,0.73262,0.8253,0.83701,0.64798,1.02232,0.75442,1.51434,0.000378053,0.000378053,0.000378053
61,1382.98,0.78093,0.71154,1.24187,0.746,0.84621,0.86523,0.62812,1.05218,0.73524,1.55612,0.000369054,0.000369054,0.000369054
62,1405.78,0.77987,0.71438,1.23289,0.78778,0.86908,0.89925,0.60832,1.01632,0.71107,1.52295,0.000360055,0.000360055,0.000360055
63,1428.29,0.77245,0.70466,1.23692,0.80592,0.69406,0.77768,0.58431,1.0347,0.72781,1.56085,0.000351056,0.000351056,0.000351056
64,1450.96,0.77123,0.69753,1.23193,0.84476,0.78828,0.81856,0.59594,1.03848,0.72918,1.54186,0.000342057,0.000342057,0.000342057
65,1473.82,0.77287,0.70424,1.23064,0.78177,0.71999,0.79688,0.59686,0.99451,0.72205,1.51173,0.000333058,0.000333058,0.000333058
66,1496.63,0.7602,0.68268,1.21921,0.76071,0.77455,0.81167,0.58632,1.01417,0.71727,1.54113,0.000324058,0.000324058,0.000324058
67,1519.4,0.75253,0.67857,1.21994,0.85538,0.68977,0.79773,0.59623,0.9778,0.70039,1.50313,0.000315059,0.000315059,0.000315059
68,1542.14,0.76332,0.69069,1.22048,0.81221,0.79355,0.86095,0.6083,1.02244,0.72928,1.54031,0.00030606,0.00030606,0.00030606
69,1564.94,0.75527,0.67781,1.21887,0.78281,0.83042,0.86071,0.63053,0.99067,0.70526,1.51086,0.000297061,0.000297061,0.000297061
70,1587.74,0.74441,0.66584,1.20743,0.77558,0.8255,0.9001,0.63315,0.9914,0.68377,1.51129,0.000288062,0.000288062,0.000288062
71,1610.51,0.74148,0.66706,1.2103,0.83384,0.8201,0.85143,0.60001,0.99127,0.69103,1.52092,0.000279063,0.000279063,0.000279063
72,1633.25,0.73862,0.66241,1.20577,0.81277,0.80061,0.86502,0.62372,0.97461,0.69836,1.51179,0.000270064,0.000270064,0.000270064
73,1653.57,0.73846,0.65651,1.20587,0.83624,0.7722,0.82007,0.61129,0.96692,0.69806,1.50598,0.000261065,0.000261065,0.000261065
74,1673.95,0.7337,0.64377,1.20539,0.83234,0.74357,0.8168,0.61555,0.98434,0.74099,1.50569,0.000252066,0.000252066,0.000252066
75,1694.38,0.72777,0.63894,1.20135,0.85044,0.76191,0.8326,0.6144,0.99018,0.72861,1.52603,0.000243067,0.000243067,0.000243067
76,1715.12,0.72428,0.64044,1.19432,0.85152,0.80738,0.86544,0.60875,0.98876,0.72425,1.51444,0.000234068,0.000234068,0.000234068
77,1735.66,0.72062,0.62614,1.19527,0.85791,0.73467,0.81353,0.58896,0.97079,0.68892,1.50838,0.000225068,0.000225068,0.000225068
78,1756.19,0.7165,0.62963,1.19649,0.84187,0.75844,0.81044,0.58765,0.97034,0.70715,1.52027,0.000216069,0.000216069,0.000216069
79,1776.79,0.71167,0.61917,1.18746,0.86994,0.81745,0.8479,0.61157,0.96915,0.70251,1.51403,0.00020707,0.00020707,0.00020707
80,1797.04,0.7027,0.61672,1.18428,0.82635,0.87536,0.89727,0.61194,0.98028,0.71075,1.52881,0.000198071,0.000198071,0.000198071
81,1817.29,0.70139,0.61616,1.18442,0.77638,0.77539,0.81578,0.60819,0.99853,0.72452,1.55312,0.000189072,0.000189072,0.000189072
82,1838,0.70454,0.61594,1.18287,0.87699,0.65476,0.79703,0.60546,0.98326,0.69402,1.52445,0.000180073,0.000180073,0.000180073
83,1858.53,0.70148,0.60764,1.18136,0.91343,0.85414,0.92307,0.6606,0.96297,0.70542,1.49856,0.000171074,0.000171074,0.000171074
84,1879.66,0.68964,0.59984,1.17287,0.86168,0.7044,0.81392,0.6365,0.96503,0.70559,1.51421,0.000162075,0.000162075,0.000162075
85,1902.54,0.69137,0.60666,1.17933,0.80311,0.77621,0.81258,0.63665,0.96697,0.70651,1.51366,0.000153076,0.000153076,0.000153076
86,1925.36,0.69281,0.594,1.17551,0.82878,0.83118,0.84076,0.63513,0.96889,0.70323,1.50709,0.000144077,0.000144077,0.000144077
87,1948.19,0.68245,0.59234,1.1666,0.82698,0.74606,0.81705,0.60924,0.96593,0.70372,1.50522,0.000135077,0.000135077,0.000135077
88,1970.82,0.68135,0.58619,1.16692,0.80233,0.73471,0.80866,0.60479,0.98302,0.72029,1.51908,0.000126078,0.000126078,0.000126078
89,1993.37,0.66872,0.58215,1.16515,0.80778,0.77549,0.83136,0.62181,0.97447,0.71645,1.50623,0.000117079,0.000117079,0.000117079
90,2015.95,0.67131,0.58402,1.16308,0.84503,0.81112,0.84151,0.62649,0.97106,0.68884,1.50552,0.00010808,0.00010808,0.00010808
91,2052.23,0.58589,0.39861,1.16132,0.95414,0.78862,0.91418,0.64285,0.97245,0.70302,1.51281,9.9081e-05,9.9081e-05,9.9081e-05
92,2074.94,0.56802,0.37109,1.14156,0.91042,0.83521,0.91145,0.63297,0.97906,0.69955,1.5173,9.00819e-05,9.00819e-05,9.00819e-05
93,2097.63,0.55186,0.36073,1.12874,0.84414,0.79625,0.83436,0.63056,0.96855,0.70556,1.51191,8.10828e-05,8.10828e-05,8.10828e-05
94,2120.35,0.54439,0.35637,1.12537,0.81759,0.79718,0.83492,0.63226,0.97146,0.69497,1.53059,7.20837e-05,7.20837e-05,7.20837e-05
95,2143,0.53335,0.34536,1.11457,0.8181,0.79464,0.8433,0.63626,0.97487,0.68562,1.52966,6.30846e-05,6.30846e-05,6.30846e-05
96,2165.68,0.53156,0.34543,1.11524,0.84111,0.81324,0.84396,0.63015,0.97497,0.68929,1.53442,5.40855e-05,5.40855e-05,5.40855e-05
97,2188.35,0.52326,0.34284,1.10895,0.81837,0.81789,0.84449,0.63559,0.96179,0.67443,1.51916,4.50864e-05,4.50864e-05,4.50864e-05
98,2211.04,0.51953,0.33571,1.10371,0.81092,0.81463,0.8417,0.63169,0.96344,0.67309,1.52188,3.60873e-05,3.60873e-05,3.60873e-05
99,2233.66,0.51519,0.33471,1.09432,0.78189,0.84537,0.84452,0.63199,0.96624,0.65847,1.5239,2.70882e-05,2.70882e-05,2.70882e-05
100,2256.35,0.51024,0.33149,1.08979,0.83923,0.79298,0.84502,0.63163,0.96702,0.66079,1.52664,1.80891e-05,1.80891e-05,1.80891e-05
