epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,2020.11,0.67496,0.5942,1.17276,0.79033,0.68399,0.68319,0.46351,1.50282,1.47016,2.27584,0.0001486,0.0001486,0.0001486
88,2042.99,0.68473,0.58918,1.17438,0.75987,0.70817,0.66951,0.45414,1.48481,1.47071,2.25553,0.0001387,0.0001387,0.0001387
89,2065.9,0.672,0.58268,1.16214,0.74418,0.71062,0.66946,0.45563,1.46963,1.47976,2.22908,0.0001288,0.0001288,0.0001288
90,2088.87,0.67292,0.58141,1.16342,0.7904,0.72264,0.67675,0.45491,1.47518,1.44081,2.2473,0.0001189,0.0001189,0.0001189
91,2125.4,0.57907,0.39986,1.1514,0.78855,0.71288,0.67496,0.44199,1.47704,1.44581,2.21159,0.000109,0.000109,0.000109
92,2148.69,0.55364,0.3771,1.12974,0.75692,0.7197,0.67112,0.45075,1.46701,1.44702,2.18869,9.91e-05,9.91e-05,9.91e-05
93,2170.71,0.54302,0.36323,1.12539,0.79303,0.69515,0.67911,0.45248,1.47236,1.43819,2.21669,8.92e-05,8.92e-05,8.92e-05
94,2192.81,0.53738,0.35713,1.12156,0.78365,0.70907,0.67796,0.45376,1.47199,1.43054,2.20794,7.93e-05,7.93e-05,7.93e-05
95,2215.19,0.53026,0.35102,1.11207,0.77505,0.71343,0.68178,0.45157,1.46935,1.45062,2.23585,6.94e-05,6.94e-05,6.94e-05
96,2237.89,0.52085,0.34293,1.10391,0.75832,0.71223,0.6754,0.44966,1.46943,1.49013,2.2498,5.95e-05,5.95e-05,5.95e-05
97,2259.81,0.51743,0.3397,1.10272,0.76143,0.71397,0.67772,0.45668,1.46246,1.46541,2.25143,4.96e-05,4.96e-05,4.96e-05
98,2281.82,0.51086,0.33409,1.10411,0.7543,0.70742,0.67761,0.45697,1.46024,1.46079,2.25119,3.97e-05,3.97e-05,3.97e-05
99,2303.88,0.50687,0.32733,1.09975,0.77898,0.70876,0.67768,0.45656,1.4595,1.46955,2.25277,2.98e-05,2.98e-05,2.98e-05
100,2325.91,0.50441,0.33073,1.09104,0.77936,0.70998,0.67879,0.45891,1.45455,1.46844,2.24987,1.99e-05,1.99e-05,1.99e-05
